kafka  | ===> User
kafka  | 	remote.log.storage.manager.class.name = null
kafka  | 	remote.log.storage.manager.class.path = null
kafka  | 	remote.log.storage.manager.impl.prefix = null
kafka  | 	remote.log.storage.system.enable = false
kafka  | 	replica.fetch.backoff.ms = 1000
kafka  | 	replica.fetch.max.bytes = 1048576
kafka  | 	replica.fetch.min.bytes = 1
kafka  | 	replica.fetch.response.max.bytes = 10485760
kafka  | 	replica.fetch.wait.max.ms = 500
kafka  | 	replica.high.watermark.checkpoint.interval.ms = 5000
kafka  | 	replica.lag.time.max.ms = 30000
kafka  | 	replica.selector.class = null
kafka  | 	replica.socket.receive.buffer.bytes = 65536
kafka  | 	replica.socket.timeout.ms = 30000
kafka  | 	replication.quota.window.num = 11
kafka  | 	replication.quota.window.size.seconds = 1
kafka  | 	request.timeout.ms = 30000
kafka  | 	reserved.broker.max.id = 1000
kafka  | 	sasl.client.callback.handler.class = null
kafka  | 	sasl.enabled.mechanisms = [GSSAPI]
kafka  | 	sasl.jaas.config = null
kafka  | 	sasl.kerberos.kinit.cmd = /usr/bin/kinit
kafka  | 	sasl.kerberos.min.time.before.relogin = 60000
kafka  | 	sasl.kerberos.principal.to.local.rules = [DEFAULT]
kafka  | 	sasl.kerberos.service.name = null
kafka  | 	sasl.kerberos.ticket.renew.jitter = 0.05
kafka  | 	sasl.kerberos.ticket.renew.window.factor = 0.8
kafka  | 	sasl.login.callback.handler.class = null
kafka  | 	sasl.login.class = null
kafka  | 	sasl.login.connect.timeout.ms = null
kafka  | 	sasl.login.read.timeout.ms = null
kafka  | 	sasl.login.refresh.buffer.seconds = 300
kafka  | 	sasl.login.refresh.min.period.seconds = 60
kafka  | 	sasl.login.refresh.window.factor = 0.8
kafka  | 	sasl.login.refresh.window.jitter = 0.05
kafka  | 	sasl.login.retry.backoff.max.ms = 10000
kafka  | 	sasl.login.retry.backoff.ms = 100
kafka  | 	sasl.mechanism.controller.protocol = GSSAPI
kafka  | 	sasl.mechanism.inter.broker.protocol = GSSAPI
kafka  | 	sasl.oauthbearer.clock.skew.seconds = 30
kafka  | 	sasl.oauthbearer.expected.audience = null
kafka  | 	sasl.oauthbearer.expected.issuer = null
kafka  | 	sasl.oauthbearer.jwks.endpoint.refresh.ms = 3600000
kafka  | 	sasl.oauthbearer.jwks.endpoint.retry.backoff.max.ms = 10000
kafka  | 	sasl.oauthbearer.jwks.endpoint.retry.backoff.ms = 100
kafka  | 	sasl.oauthbearer.jwks.endpoint.url = null
kafka  | 	sasl.oauthbearer.scope.claim.name = scope
kafka  | 	sasl.oauthbearer.sub.claim.name = sub
kafka  | 	sasl.oauthbearer.token.endpoint.url = null
kafka  | 	sasl.server.callback.handler.class = null
kafka  | 	sasl.server.max.receive.size = 524288
kafka  | 	security.inter.broker.protocol = PLAINTEXT
kafka  | 	security.providers = null
kafka  | 	socket.connection.setup.timeout.max.ms = 30000
kafka  | 	socket.connection.setup.timeout.ms = 10000
kafka  | 	socket.listen.backlog.size = 50
kafka  | 	socket.receive.buffer.bytes = 102400
kafka  | 	socket.request.max.bytes = 104857600
kafka  | 	socket.send.buffer.bytes = 102400
kafka  | 	ssl.cipher.suites = []
kafka  | 	ssl.client.auth = none
kafka  | 	ssl.enabled.protocols = [TLSv1.2, TLSv1.3]
kafka  | 	ssl.endpoint.identification.algorithm = https
kafka  | 	ssl.engine.factory.class = null
kafka  | 	ssl.key.password = null
kafka  | 	ssl.keymanager.algorithm = SunX509
kafka  | 	ssl.keystore.certificate.chain = null
kafka  | 	ssl.keystore.key = null
kafka  | 	ssl.keystore.location = null
kafka  | 	ssl.keystore.password = null
kafka  | 	ssl.keystore.type = JKS
kafka  | 	ssl.principal.mapping.rules = DEFAULT
kafka  | 	ssl.protocol = TLSv1.3
kafka  | 	ssl.provider = null
kafka  | 	ssl.secure.random.implementation = null
kafka  | 	ssl.trustmanager.algorithm = PKIX
kafka  | 	ssl.truststore.certificates = null
kafka  | 	ssl.truststore.location = null
kafka  | 	ssl.truststore.password = null
kafka  | 	ssl.truststore.type = JKS
kafka  | 	transaction.abort.timed.out.transaction.cleanup.interval.ms = 10000
kafka  | 	transaction.max.timeout.ms = 900000
kafka  | 	transaction.remove.expired.transaction.cleanup.interval.ms = 3600000
kafka  | 	transaction.state.log.load.buffer.size = 5242880
kafka  | 	transaction.state.log.min.isr = 1
kafka  | 	transaction.state.log.num.partitions = 50
kafka  | 	transaction.state.log.replication.factor = 1
kafka  | 	transaction.state.log.segment.bytes = 104857600
kafka  | 	transactional.id.expiration.ms = 604800000
kafka  | 	unclean.leader.election.enable = false
kafka  | 	zookeeper.clientCnxnSocket = null
kafka  | 	zookeeper.connect = zookeeper:2181
kafka  | 	zookeeper.connection.timeout.ms = null
kafka  | 	zookeeper.max.in.flight.requests = 10
kafka  | 	zookeeper.metadata.migration.enable = false
kafka  | 	zookeeper.session.timeout.ms = 18000
kafka  | 	zookeeper.set.acl = false
kafka  | 	zookeeper.ssl.cipher.suites = null
kafka  | 	zookeeper.ssl.client.enable = false
kafka  | 	zookeeper.ssl.crl.enable = false
kafka  | 	zookeeper.ssl.enabled.protocols = null
kafka  | 	zookeeper.ssl.endpoint.identification.algorithm = HTTPS
kafka  | 	zookeeper.ssl.keystore.location = null
kafka  | 	zookeeper.ssl.keystore.password = null
kafka  | 	zookeeper.ssl.keystore.type = null
kafka  | 	zookeeper.ssl.ocsp.enable = false
kafka  | 	zookeeper.ssl.protocol = TLSv1.2
kafka  | 	zookeeper.ssl.truststore.location = null
kafka  | 	zookeeper.ssl.truststore.password = null
kafka  | 	zookeeper.ssl.truststore.type = null
kafka  |  (kafka.server.KafkaConfig)
kafka  | [2025-09-23 18:52:07,313] INFO [ThrottledChannelReaper-Fetch]: Starting (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka  | [2025-09-23 18:52:07,313] INFO [ThrottledChannelReaper-Produce]: Starting (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka  | [2025-09-23 18:52:07,315] INFO [ThrottledChannelReaper-Request]: Starting (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka  | [2025-09-23 18:52:07,321] INFO [ThrottledChannelReaper-ControllerMutation]: Starting (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka  | [2025-09-23 18:52:07,370] INFO Loading logs from log dirs ArraySeq(/var/lib/kafka/data) (kafka.log.LogManager)
kafka  | [2025-09-23 18:52:07,375] INFO Attempting recovery for all logs in /var/lib/kafka/data since no clean shutdown file was found (kafka.log.LogManager)
kafka  | [2025-09-23 18:52:07,392] INFO Loaded 0 logs in 22ms. (kafka.log.LogManager)
kafka  | [2025-09-23 18:52:07,393] INFO Starting log cleanup with a period of 300000 ms. (kafka.log.LogManager)
kafka  | [2025-09-23 18:52:07,397] INFO Starting log flusher with a default period of 9223372036854775807 ms. (kafka.log.LogManager)
kafka  | [2025-09-23 18:52:07,416] INFO Starting the log cleaner (kafka.log.LogCleaner)
kafka  | [2025-09-23 18:52:07,596] INFO [kafka-log-cleaner-thread-0]: Starting (kafka.log.LogCleaner)
kafka  | [2025-09-23 18:52:07,622] INFO [feature-zk-node-event-process-thread]: Starting (kafka.server.FinalizedFeatureChangeListener$ChangeNotificationProcessorThread)
kafka  | [2025-09-23 18:52:07,638] INFO Feature ZK node at path: /feature does not exist (kafka.server.FinalizedFeatureChangeListener)
kafka  | [2025-09-23 18:52:07,696] INFO [BrokerToControllerChannelManager broker=1 name=forwarding]: Starting (kafka.server.BrokerToControllerRequestThread)
kafka  | [2025-09-23 18:52:08,179] INFO Updated connection-accept-rate max connection creation rate to 2147483647 (kafka.network.ConnectionQuotas)
kafka  | [2025-09-23 18:52:08,186] INFO Awaiting socket connections on 0.0.0.0:29092. (kafka.network.DataPlaneAcceptor)
kafka  | [2025-09-23 18:52:08,211] INFO [SocketServer listenerType=ZK_BROKER, nodeId=1] Created data-plane acceptor and processors for endpoint : ListenerName(PLAINTEXT) (kafka.network.SocketServer)
kafka  | [2025-09-23 18:52:08,212] INFO Updated connection-accept-rate max connection creation rate to 2147483647 (kafka.network.ConnectionQuotas)
kafka  | [2025-09-23 18:52:08,212] INFO Awaiting socket connections on 0.0.0.0:9092. (kafka.network.DataPlaneAcceptor)
kafka  | [2025-09-23 18:52:08,218] INFO [SocketServer listenerType=ZK_BROKER, nodeId=1] Created data-plane acceptor and processors for endpoint : ListenerName(PLAINTEXT_HOST) (kafka.network.SocketServer)
kafka  | [2025-09-23 18:52:08,225] INFO [BrokerToControllerChannelManager broker=1 name=alterPartition]: Starting (kafka.server.BrokerToControllerRequestThread)
kafka  | [2025-09-23 18:52:08,251] INFO [ExpirationReaper-1-Produce]: Starting (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka  | [2025-09-23 18:52:08,253] INFO [ExpirationReaper-1-Fetch]: Starting (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka  | [2025-09-23 18:52:08,255] INFO [ExpirationReaper-1-DeleteRecords]: Starting (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka  | [2025-09-23 18:52:08,256] INFO [ExpirationReaper-1-ElectLeader]: Starting (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka  | [2025-09-23 18:52:08,274] INFO [LogDirFailureHandler]: Starting (kafka.server.ReplicaManager$LogDirFailureHandler)
kafka  | [2025-09-23 18:52:08,307] INFO Creating /brokers/ids/1 (is it secure? false) (kafka.zk.KafkaZkClient)
kafka  | [2025-09-23 18:52:08,336] INFO Stat of the created znode at /brokers/ids/1 is: 27,27,1758653528325,1758653528325,1,0,0,72057649913004033,261,0,27
kafka  |  (kafka.zk.KafkaZkClient)
kafka  | [2025-09-23 18:52:08,337] INFO Registered broker 1 at path /brokers/ids/1 with addresses: PLAINTEXT://kafka:29092,PLAINTEXT_HOST://localhost:9092, czxid (broker epoch): 27 (kafka.zk.KafkaZkClient)
kafka  | [2025-09-23 18:52:08,430] INFO [ControllerEventThread controllerId=1] Starting (kafka.controller.ControllerEventManager$ControllerEventThread)
kafka  | [2025-09-23 18:52:08,449] INFO [ExpirationReaper-1-topic]: Starting (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka  | [2025-09-23 18:52:08,457] INFO [ExpirationReaper-1-Heartbeat]: Starting (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka  | [2025-09-23 18:52:08,459] INFO [ExpirationReaper-1-Rebalance]: Starting (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka  | [2025-09-23 18:52:08,468] INFO Successfully created /controller_epoch with initial epoch 0 (kafka.zk.KafkaZkClient)
kafka  | [2025-09-23 18:52:08,481] INFO [Controller id=1] 1 successfully elected as the controller. Epoch incremented to 1 and epoch zk version is now 1 (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:52:08,485] INFO [GroupCoordinator 1]: Starting up. (kafka.coordinator.group.GroupCoordinator)
kafka  | [2025-09-23 18:52:08,489] INFO [Controller id=1] Creating FeatureZNode at path: /feature with contents: FeatureZNode(2,Enabled,Map()) (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:52:08,496] INFO [GroupCoordinator 1]: Startup complete. (kafka.coordinator.group.GroupCoordinator)
kafka  | [2025-09-23 18:52:08,497] INFO Feature ZK node created at path: /feature (kafka.server.FinalizedFeatureChangeListener)
kafka  | [2025-09-23 18:52:08,524] INFO [TransactionCoordinator id=1] Starting up. (kafka.coordinator.transaction.TransactionCoordinator)
kafka  | [2025-09-23 18:52:08,534] INFO [TransactionCoordinator id=1] Startup complete. (kafka.coordinator.transaction.TransactionCoordinator)
kafka  | [2025-09-23 18:52:08,534] INFO [Transaction Marker Channel Manager 1]: Starting (kafka.coordinator.transaction.TransactionMarkerChannelManager)
kafka  | [2025-09-23 18:52:08,542] INFO [MetadataCache brokerId=1] Updated cache from existing <empty> to latest FinalizedFeaturesAndEpoch(features=Map(), epoch=0). (kafka.server.metadata.ZkMetadataCache)
kafka  | [2025-09-23 18:52:08,542] INFO [Controller id=1] Registering handlers (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:52:08,551] INFO [Controller id=1] Deleting log dir event notifications (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:52:08,558] INFO [Controller id=1] Deleting isr change notifications (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:52:08,563] INFO [Controller id=1] Initializing controller context (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:52:08,582] INFO [Controller id=1] Initialized broker epochs cache: HashMap(1 -> 27) (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:52:08,591] INFO [ExpirationReaper-1-AlterAcls]: Starting (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka  | [2025-09-23 18:52:08,604] INFO [RequestSendThread controllerId=1] Starting (kafka.controller.RequestSendThread)
kafka  | [2025-09-23 18:52:08,606] INFO [Controller id=1] Currently active brokers in the cluster: Set(1) (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:52:08,606] INFO [Controller id=1] Currently shutting brokers in the cluster: HashSet() (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:52:08,607] INFO [Controller id=1] Current list of topics in the cluster: HashSet() (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:52:08,607] INFO [Controller id=1] Fetching topic deletions in progress (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:52:08,611] INFO [Controller id=1] List of topics to be deleted:  (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:52:08,612] INFO [Controller id=1] List of topics ineligible for deletion:  (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:52:08,612] INFO [Controller id=1] Initializing topic deletion manager (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:52:08,613] INFO [Topic Deletion Manager 1] Initializing manager with initial deletions: Set(), initial ineligible deletions: HashSet() (kafka.controller.TopicDeletionManager)
kafka  | [2025-09-23 18:52:08,615] INFO [Controller id=1] Sending update metadata request (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:52:08,619] INFO [Controller id=1 epoch=1] Sending UpdateMetadata request to brokers HashSet(1) for 0 partitions (state.change.logger)
kafka  | [2025-09-23 18:52:08,628] INFO [/config/changes-event-process-thread]: Starting (kafka.common.ZkNodeChangeNotificationListener$ChangeEventProcessThread)
kafka  | [2025-09-23 18:52:08,629] INFO [ReplicaStateMachine controllerId=1] Initializing replica state (kafka.controller.ZkReplicaStateMachine)
kafka  | [2025-09-23 18:52:08,633] INFO [ReplicaStateMachine controllerId=1] Triggering online replica state changes (kafka.controller.ZkReplicaStateMachine)
kafka  | [2025-09-23 18:52:08,637] INFO [ReplicaStateMachine controllerId=1] Triggering offline replica state changes (kafka.controller.ZkReplicaStateMachine)
kafka  | [2025-09-23 18:52:08,638] INFO [PartitionStateMachine controllerId=1] Initializing partition state (kafka.controller.ZkPartitionStateMachine)
kafka  | [2025-09-23 18:52:08,639] INFO [PartitionStateMachine controllerId=1] Triggering online partition state changes (kafka.controller.ZkPartitionStateMachine)
kafka  | [2025-09-23 18:52:08,641] INFO [RequestSendThread controllerId=1] Controller 1 connected to kafka:29092 (id: 1 rack: null) for sending state change requests (kafka.controller.RequestSendThread)
kafka  | [2025-09-23 18:52:08,644] INFO [Controller id=1] Ready to serve as the new controller with epoch 1 (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:52:08,652] INFO [SocketServer listenerType=ZK_BROKER, nodeId=1] Enabling request processing. (kafka.network.SocketServer)
kafka  | [2025-09-23 18:52:08,654] INFO [Controller id=1] Partitions undergoing preferred replica election:  (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:52:08,654] INFO [Controller id=1] Partitions that completed preferred replica election:  (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:52:08,655] INFO [Controller id=1] Skipping preferred replica election for partitions due to topic deletion:  (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:52:08,655] INFO [Controller id=1] Resuming preferred replica election for partitions:  (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:52:08,659] INFO [Controller id=1] Starting replica leader election (PREFERRED) for partitions  triggered by ZkTriggered (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:52:08,671] INFO Kafka version: 7.4.0-ccs (org.apache.kafka.common.utils.AppInfoParser)
kafka  | [2025-09-23 18:52:08,671] INFO Kafka commitId: 30969fa33c185e880b9e02044761dfaac013151d (org.apache.kafka.common.utils.AppInfoParser)
kafka  | [2025-09-23 18:52:08,671] INFO Kafka startTimeMs: 1758653528661 (org.apache.kafka.common.utils.AppInfoParser)
kafka  | [2025-09-23 18:52:08,676] INFO [KafkaServer id=1] started (kafka.server.KafkaServer)
kafka  | [2025-09-23 18:52:08,687] INFO [Controller id=1] Starting the controller scheduler (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:52:08,734] INFO [BrokerToControllerChannelManager broker=1 name=alterPartition]: Recorded new controller, from now on will use node kafka:29092 (id: 1 rack: null) (kafka.server.BrokerToControllerRequestThread)
kafka  | [2025-09-23 18:52:08,823] INFO [BrokerToControllerChannelManager broker=1 name=forwarding]: Recorded new controller, from now on will use node kafka:29092 (id: 1 rack: null) (kafka.server.BrokerToControllerRequestThread)
kafka  | [2025-09-23 18:52:13,690] INFO [Controller id=1] Processing automatic preferred replica leader election (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:55:24,316] INFO Creating topic test-connectivity with configuration {} and initial partition assignment HashMap(0 -> ArrayBuffer(1)) (kafka.zk.AdminZkClient)
kafka  | [2025-09-23 18:55:24,352] INFO [Controller id=1] New topics: [Set(test-connectivity)], deleted topics: [HashSet()], new partition replica assignment [Set(TopicIdReplicaAssignment(test-connectivity,Some(BmOomhmyTmmOxiC5aPeANA),Map(test-connectivity-0 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=))))] (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:55:24,353] INFO [Controller id=1] New partition creation callback for test-connectivity-0 (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:55:24,355] INFO [Controller id=1 epoch=1] Changed partition test-connectivity-0 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka  | [2025-09-23 18:55:24,356] INFO [Controller id=1 epoch=1] Sending UpdateMetadata request to brokers HashSet() for 0 partitions (state.change.logger)
kafka  | [2025-09-23 18:55:24,362] INFO [Controller id=1 epoch=1] Sending UpdateMetadata request to brokers HashSet() for 0 partitions (state.change.logger)
kafka  | [2025-09-23 18:55:24,402] INFO [Controller id=1 epoch=1] Changed partition test-connectivity-0 from NewPartition to OnlinePartition with state LeaderAndIsr(leader=1, leaderEpoch=0, isr=List(1), leaderRecoveryState=RECOVERED, partitionEpoch=0) (state.change.logger)
kafka  | [2025-09-23 18:55:24,404] INFO [Controller id=1 epoch=1] Sending LeaderAndIsr request to broker 1 with 1 become-leader and 0 become-follower partitions (state.change.logger)
kafka  | [2025-09-23 18:55:24,407] INFO [Controller id=1 epoch=1] Sending UpdateMetadata request to brokers HashSet(1) for 1 partitions (state.change.logger)
kafka  | [2025-09-23 18:55:24,410] INFO [Controller id=1 epoch=1] Sending UpdateMetadata request to brokers HashSet() for 0 partitions (state.change.logger)
kafka  | [2025-09-23 18:55:24,414] INFO [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 for 1 partitions (state.change.logger)
kafka  | [2025-09-23 18:55:24,435] INFO [ReplicaFetcherManager on broker 1] Removed fetcher for partitions Set(test-connectivity-0) (kafka.server.ReplicaFetcherManager)
kafka  | [2025-09-23 18:55:24,436] INFO [Broker id=1] Stopped fetchers as part of LeaderAndIsr request correlationId 1 from controller 1 epoch 1 as part of the become-leader transition for 1 partitions (state.change.logger)
kafka  | [2025-09-23 18:55:24,503] INFO [LogLoader partition=test-connectivity-0, dir=/var/lib/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.UnifiedLog$)
kafka  | [2025-09-23 18:55:24,517] INFO Created log for partition test-connectivity-0 in /var/lib/kafka/data/test-connectivity-0 with properties {} (kafka.log.LogManager)
kafka  | [2025-09-23 18:55:24,520] INFO [Partition test-connectivity-0 broker=1] No checkpointed highwatermark is found for partition test-connectivity-0 (kafka.cluster.Partition)
kafka  | [2025-09-23 18:55:24,521] INFO [Partition test-connectivity-0 broker=1] Log loaded for partition test-connectivity-0 with initial high watermark 0 (kafka.cluster.Partition)
kafka  | [2025-09-23 18:55:24,523] INFO [Broker id=1] Leader test-connectivity-0 with topic id Some(BmOomhmyTmmOxiC5aPeANA) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [1], adding replicas [] and removing replicas []. Previous leader epoch was -1. (state.change.logger)
kafka  | [2025-09-23 18:55:24,544] INFO [Broker id=1] Finished LeaderAndIsr request in 131ms correlationId 1 from controller 1 for 1 partitions (state.change.logger)
kafka  | [2025-09-23 18:55:24,554] INFO [Broker id=1] Add 1 partitions and deleted 0 partitions from metadata cache in response to UpdateMetadata request sent by controller 1 epoch 1 with correlation id 2 (state.change.logger)
kafka  | [2025-09-23 18:56:04,436] INFO Creating topic test-topic with configuration {} and initial partition assignment HashMap(0 -> ArrayBuffer(1), 1 -> ArrayBuffer(1), 2 -> ArrayBuffer(1)) (kafka.zk.AdminZkClient)
kafka  | [2025-09-23 18:56:04,454] INFO [Controller id=1] New topics: [Set(test-topic)], deleted topics: [HashSet()], new partition replica assignment [Set(TopicIdReplicaAssignment(test-topic,Some(r0cqc-UhR2y2riJRAqiKAA),Map(test-topic-0 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), test-topic-1 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), test-topic-2 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=))))] (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:56:04,454] INFO [Controller id=1] New partition creation callback for test-topic-0,test-topic-1,test-topic-2 (kafka.controller.KafkaController)
kafka  | [2025-09-23 18:56:04,454] INFO [Controller id=1 epoch=1] Changed partition test-topic-0 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka  | [2025-09-23 18:56:04,454] INFO [Controller id=1 epoch=1] Changed partition test-topic-1 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka  | [2025-09-23 18:56:04,454] INFO [Controller id=1 epoch=1] Changed partition test-topic-2 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka  | [2025-09-23 18:56:04,454] INFO [Controller id=1 epoch=1] Sending UpdateMetadata request to brokers HashSet() for 0 partitions (state.change.logger)
kafka  | [2025-09-23 18:56:04,455] INFO [Controller id=1 epoch=1] Sending UpdateMetadata request to brokers HashSet() for 0 partitions (state.change.logger)
kafka  | [2025-09-23 18:56:04,471] INFO [Controller id=1 epoch=1] Changed partition test-topic-0 from NewPartition to OnlinePartition with state LeaderAndIsr(leader=1, leaderEpoch=0, isr=List(1), leaderRecoveryState=RECOVERED, partitionEpoch=0) (state.change.logger)
kafka  | [2025-09-23 18:56:04,471] INFO [Controller id=1 epoch=1] Changed partition test-topic-1 from NewPartition to OnlinePartition with state LeaderAndIsr(leader=1, leaderEpoch=0, isr=List(1), leaderRecoveryState=RECOVERED, partitionEpoch=0) (state.change.logger)
kafka  | [2025-09-23 18:56:04,471] INFO [Controller id=1 epoch=1] Changed partition test-topic-2 from NewPartition to OnlinePartition with state LeaderAndIsr(leader=1, leaderEpoch=0, isr=List(1), leaderRecoveryState=RECOVERED, partitionEpoch=0) (state.change.logger)
kafka  | [2025-09-23 18:56:04,471] INFO [Controller id=1 epoch=1] Sending LeaderAndIsr request to broker 1 with 3 become-leader and 0 become-follower partitions (state.change.logger)
kafka  | [2025-09-23 18:56:04,471] INFO [Controller id=1 epoch=1] Sending UpdateMetadata request to brokers HashSet(1) for 3 partitions (state.change.logger)
kafka  | [2025-09-23 18:56:04,472] INFO [Controller id=1 epoch=1] Sending UpdateMetadata request to brokers HashSet() for 0 partitions (state.change.logger)
kafka  | [2025-09-23 18:56:04,473] INFO [Broker id=1] Handling LeaderAndIsr request correlationId 3 from controller 1 for 3 partitions (state.change.logger)
kafka  | [2025-09-23 18:56:04,475] INFO [ReplicaFetcherManager on broker 1] Removed fetcher for partitions Set(test-topic-0, test-topic-2, test-topic-1) (kafka.server.ReplicaFetcherManager)
kafka  | [2025-09-23 18:56:04,476] INFO [Broker id=1] Stopped fetchers as part of LeaderAndIsr request correlationId 3 from controller 1 epoch 1 as part of the become-leader transition for 3 partitions (state.change.logger)
kafka  | [2025-09-23 18:56:04,482] INFO [LogLoader partition=test-topic-0, dir=/var/lib/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.UnifiedLog$)
kafka  | [2025-09-23 18:56:04,483] INFO Created log for partition test-topic-0 in /var/lib/kafka/data/test-topic-0 with properties {} (kafka.log.LogManager)
kafka  | [2025-09-23 18:56:04,484] INFO [Partition test-topic-0 broker=1] No checkpointed highwatermark is found for partition test-topic-0 (kafka.cluster.Partition)
kafka  | [2025-09-23 18:56:04,485] INFO [Partition test-topic-0 broker=1] Log loaded for partition test-topic-0 with initial high watermark 0 (kafka.cluster.Partition)
kafka  | [2025-09-23 18:56:04,485] INFO [Broker id=1] Leader test-topic-0 with topic id Some(r0cqc-UhR2y2riJRAqiKAA) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [1], adding replicas [] and removing replicas []. Previous leader epoch was -1. (state.change.logger)
kafka  | [2025-09-23 18:56:04,493] INFO [LogLoader partition=test-topic-2, dir=/var/lib/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.UnifiedLog$)
kafka  | [2025-09-23 18:56:04,494] INFO Created log for partition test-topic-2 in /var/lib/kafka/data/test-topic-2 with properties {} (kafka.log.LogManager)
kafka  | [2025-09-23 18:56:04,494] INFO [Partition test-topic-2 broker=1] No checkpointed highwatermark is found for partition test-topic-2 (kafka.cluster.Partition)
kafka  | [2025-09-23 18:56:04,495] INFO [Partition test-topic-2 broker=1] Log loaded for partition test-topic-2 with initial high watermark 0 (kafka.cluster.Partition)
kafka  | [2025-09-23 18:56:04,495] INFO [Broker id=1] Leader test-topic-2 with topic id Some(r0cqc-UhR2y2riJRAqiKAA) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [1], adding replicas [] and removing replicas []. Previous leader epoch was -1. (state.change.logger)
kafka  | [2025-09-23 18:56:04,504] INFO [LogLoader partition=test-topic-1, dir=/var/lib/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.UnifiedLog$)
kafka  | [2025-09-23 18:56:04,505] INFO Created log for partition test-topic-1 in /var/lib/kafka/data/test-topic-1 with properties {} (kafka.log.LogManager)
kafka  | [2025-09-23 18:56:04,505] INFO [Partition test-topic-1 broker=1] No checkpointed highwatermark is found for partition test-topic-1 (kafka.cluster.Partition)
kafka  | [2025-09-23 18:56:04,505] INFO [Partition test-topic-1 broker=1] Log loaded for partition test-topic-1 with initial high watermark 0 (kafka.cluster.Partition)
kafka  | [2025-09-23 18:56:04,506] INFO [Broker id=1] Leader test-topic-1 with topic id Some(r0cqc-UhR2y2riJRAqiKAA) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [1], adding replicas [] and removing replicas []. Previous leader epoch was -1. (state.change.logger)
kafka  | [2025-09-23 18:56:04,510] INFO [Broker id=1] Finished LeaderAndIsr request in 37ms correlationId 3 from controller 1 for 3 partitions (state.change.logger)
kafka  | [2025-09-23 18:56:04,513] INFO [Broker id=1] Add 3 partitions and deleted 0 partitions from metadata cache in response to UpdateMetadata request sent by controller 1 epoch 1 with correlation id 4 (state.change.logger)
